"symbol"	"ensembl"	"entrezgeneid"	"human_mirbase_id"	"human_mirbase_name"	"name"	"chr"	"strand"
"5499"	"MIR6843"	"ENSG00000284280"	102465508	"MI0022689"	"hsa-mir-6843"	"microRNA 6843"	"chr8"	"-"
"5500"	"MIR6843"	"ENSG00000284280"	102465508	"MIMAT0027588"	"hsa-miR-6843-3p"	"microRNA 6843"	"chr8"	"-"
"5501"	"MIR6844"	"ENSG00000284087"	102466200	"MI0022690"	"hsa-mir-6844"	"microRNA 6844"	"chr8"	"-"
"5502"	"MIR6844"	"ENSG00000284087"	102466200	"MIMAT0027589"	"hsa-miR-6844"	"microRNA 6844"	"chr8"	"-"
"5503"	"MIR6845"	"ENSG00000284142"	102466748	"MI0022691"	"hsa-mir-6845"	"microRNA 6845"	"chr8"	"-"
"5504"	"MIR6845"	"ENSG00000284142"	102466748	"MIMAT0027591"	"hsa-miR-6845-3p"	"microRNA 6845"	"chr8"	"-"
"5505"	"MIR6845"	"ENSG00000284142"	102466748	"MIMAT0027590"	"hsa-miR-6845-5p"	"microRNA 6845"	"chr8"	"-"
"5506"	"MIR6846"	"ENSG00000277888"	102465509	"MIMAT0027593"	"hsa-miR-6846-3p"	"microRNA 6846"	"chr8"	"-"
"5507"	"MIR6846"	"ENSG00000277888"	102465509	"MIMAT0027592"	"hsa-miR-6846-5p"	"microRNA 6846"	"chr8"	"-"
"5508"	"MIR6846"	"ENSG00000277888"	102465509	"MI0022692"	"hsa-mir-6846"	"microRNA 6846"	"chr8"	"-"
"5509"	"MIR6847"	"ENSG00000284200"	102465510	"MIMAT0027594"	"hsa-miR-6847-5p"	"microRNA 6847"	"chr8"	"+"
"5510"	"MIR6847"	"ENSG00000284200"	102465510	"MIMAT0027595"	"hsa-miR-6847-3p"	"microRNA 6847"	"chr8"	"+"
"5511"	"MIR6847"	"ENSG00000284200"	102465510	"MI0022693"	"hsa-mir-6847"	"microRNA 6847"	"chr8"	"+"
"5512"	"MIR6848"	"ENSG00000284229"	102465511	"MIMAT0027596"	"hsa-miR-6848-5p"	"microRNA 6848"	NA	NA
"5513"	"MIR6848"	"ENSG00000284229"	102465511	"MI0022694"	"hsa-mir-6848"	"microRNA 6848"	NA	NA
"5514"	"MIR6848"	"ENSG00000284229"	102465511	"MIMAT0027597"	"hsa-miR-6848-3p"	"microRNA 6848"	NA	NA
"5515"	"MIR6849"	"ENSG00000283770"	102466749	"MIMAT0027599"	"hsa-miR-6849-3p"	"microRNA 6849"	NA	NA
"5516"	"MIR6849"	"ENSG00000283770"	102466749	"MI0022695"	"hsa-mir-6849"	"microRNA 6849"	NA	NA
"5517"	"MIR6849"	"ENSG00000283770"	102466749	"MIMAT0027598"	"hsa-miR-6849-5p"	"microRNA 6849"	NA	NA
"5518"	"MIR6850"	"ENSG00000283764"	102465978	"MIMAT0027600"	"hsa-miR-6850-5p"	"microRNA 6850"	"chr8"	"-"
"5519"	"MIR6850"	"ENSG00000283764"	102465978	"MI0022696"	"hsa-mir-6850"	"microRNA 6850"	"chr8"	"-"
"5520"	"MIR6850"	"ENSG00000283764"	102465978	"MIMAT0027601"	"hsa-miR-6850-3p"	"microRNA 6850"	"chr8"	"-"
"5521"	"MIR6851"	"ENSG00000275651"	102465512	"MIMAT0027603"	"hsa-miR-6851-3p"	"microRNA 6851"	"chr9"	"-"
"5522"	"MIR6851"	"ENSG00000275651"	102465512	"MI0022697"	"hsa-mir-6851"	"microRNA 6851"	"chr9"	"-"
"5523"	"MIR6851"	"ENSG00000275651"	102465512	"MIMAT0027602"	"hsa-miR-6851-5p"	"microRNA 6851"	"chr9"	"-"
"5524"	"MIR6852"	"ENSG00000284195"	102465513	"MIMAT0027605"	"hsa-miR-6852-3p"	"microRNA 6852"	"chr9"	"-"
"5525"	"MIR6852"	"ENSG00000284195"	102465513	"MIMAT0027604"	"hsa-miR-6852-5p"	"microRNA 6852"	"chr9"	"-"
"5526"	"MIR6852"	"ENSG00000284195"	102465513	"MI0022698"	"hsa-mir-6852"	"microRNA 6852"	"chr9"	"-"
"5527"	"MIR6853"	"ENSG00000273945"	102466201	"MIMAT0027607"	"hsa-miR-6853-3p"	"microRNA 6853"	"chr9"	"+"
"5528"	"MIR6853"	"ENSG00000273945"	102466201	"MIMAT0027606"	"hsa-miR-6853-5p"	"microRNA 6853"	"chr9"	"+"
"5529"	"MIR6853"	"ENSG00000273945"	102466201	"MI0022699"	"hsa-mir-6853"	"microRNA 6853"	"chr9"	"+"
"5530"	"MIR6854"	"ENSG00000278412"	102465514	"MIMAT0027608"	"hsa-miR-6854-5p"	"microRNA 6854"	"chr9"	"-"
"5531"	"MIR6854"	"ENSG00000278412"	102465514	"MI0022700"	"hsa-mir-6854"	"microRNA 6854"	"chr9"	"-"
"5532"	"MIR6854"	"ENSG00000278412"	102465514	"MIMAT0027609"	"hsa-miR-6854-3p"	"microRNA 6854"	"chr9"	"-"
"5533"	"MIR6855"	"ENSG00000276124"	102466750	"MI0022701"	"hsa-mir-6855"	"microRNA 6855"	"chr9"	"+"
"5534"	"MIR6855"	"ENSG00000276124"	102466750	"MIMAT0027611"	"hsa-miR-6855-3p"	"microRNA 6855"	"chr9"	"+"
"5535"	"MIR6855"	"ENSG00000276124"	102466750	"MIMAT0027610"	"hsa-miR-6855-5p"	"microRNA 6855"	"chr9"	"+"
"5536"	"MIR6856"	"ENSG00000277713"	102465515	"MIMAT0027612"	"hsa-miR-6856-5p"	"microRNA 6856"	"chr9"	"+"
"5537"	"MIR6856"	"ENSG00000277713"	102465515	"MI0022702"	"hsa-mir-6856"	"microRNA 6856"	"chr9"	"+"
"5538"	"MIR6856"	"ENSG00000277713"	102465515	"MIMAT0027613"	"hsa-miR-6856-3p"	"microRNA 6856"	"chr9"	"+"
"5539"	"MIR6857"	"ENSG00000278204"	102465516	"MIMAT0027614"	"hsa-miR-6857-5p"	"microRNA 6857"	"chrX"	"-"
"5540"	"MIR6857"	"ENSG00000278204"	102465516	"MIMAT0027615"	"hsa-miR-6857-3p"	"microRNA 6857"	"chrX"	"-"
"5541"	"MIR6857"	"ENSG00000278204"	102465516	"MI0022703"	"hsa-mir-6857"	"microRNA 6857"	"chrX"	"-"
"5542"	"MIR6858"	"ENSG00000276350"	102465517	"MI0022704"	"hsa-mir-6858"	"microRNA 6858"	"chrX"	"+"
"5543"	"MIR6858"	"ENSG00000276350"	102465517	"MIMAT0027616"	"hsa-miR-6858-5p"	"microRNA 6858"	"chrX"	"+"
"5544"	"MIR6858"	"ENSG00000276350"	102465517	"MIMAT0027617"	"hsa-miR-6858-3p"	"microRNA 6858"	"chrX"	"+"
"5545"	NA	NA	NA	"MIMAT0027619_3"	"hsa-miR-6859-3p"	NA	NA	NA
"5546"	NA	NA	NA	"MIMAT0027618"	"hsa-miR-6859-5p"	NA	NA	NA
"5547"	NA	NA	NA	"MIMAT0027618_2"	"hsa-miR-6859-5p"	NA	NA	NA
"5548"	NA	NA	NA	"MIMAT0027619_2"	"hsa-miR-6859-3p"	NA	NA	NA
"5549"	NA	NA	NA	"MIMAT0027618_3"	"hsa-miR-6859-5p"	NA	NA	NA
"5550"	NA	NA	NA	"MIMAT0027619"	"hsa-miR-6859-3p"	NA	NA	NA
"5551"	NA	NA	NA	"MIMAT0027619_1"	"hsa-miR-6859-3p"	NA	NA	NA
"5552"	NA	NA	NA	"MIMAT0027618_1"	"hsa-miR-6859-5p"	NA	NA	NA
"5553"	"MIR6859-1"	"ENSG00000278267"	102466751	"MI0022705"	"hsa-mir-6859-1"	"microRNA 6859-1"	NA	NA
"5554"	"MIR6859-2"	"ENSG00000273874"	102465909	"MI0026420"	"hsa-mir-6859-2"	"microRNA 6859-2"	NA	NA
"5555"	"MIR6859-3"	"ENSG00000275449"	102465910	"MI0026421"	"hsa-mir-6859-3"	"microRNA 6859-3"	NA	NA
"5556"	"MIR6859-4"	"ENSG00000278739"	103504738	"MI0031521"	"hsa-mir-6859-4"	"microRNA 6859-4"	NA	NA
"5557"	"MIR6860"	"ENSG00000283326"	102465518	"MIMAT0027622"	"hsa-miR-6860"	"microRNA 6860"	"chr11"	"+"
"5558"	"MIR6860"	"ENSG00000283326"	102465518	"MI0022707"	"hsa-mir-6860"	"microRNA 6860"	"chr11"	"+"
"5559"	"MIR6861"	"ENSG00000283793"	102465519	"MIMAT0027624"	"hsa-miR-6861-3p"	"microRNA 6861"	"chr12"	"-"
"5560"	"MIR6861"	"ENSG00000283793"	102465519	"MIMAT0027623"	"hsa-miR-6861-5p"	"microRNA 6861"	"chr12"	"-"
"5561"	"MIR6861"	"ENSG00000283793"	102465519	"MI0022708"	"hsa-mir-6861"	"microRNA 6861"	"chr12"	"-"
"5562"	NA	NA	NA	"MIMAT0027625_1"	"hsa-miR-6862-5p"	NA	NA	NA
"5563"	NA	NA	NA	"MIMAT0027626"	"hsa-miR-6862-3p"	NA	NA	NA
"5564"	NA	NA	NA	"MIMAT0027626_1"	"hsa-miR-6862-3p"	NA	NA	NA
"5565"	NA	NA	NA	"MIMAT0027625"	"hsa-miR-6862-5p"	NA	NA	NA
"5566"	"MIR6862-1"	"ENSG00000275429"	102465520	"MI0022709"	"hsa-mir-6862-1"	"microRNA 6862-1"	NA	NA
"5567"	"MIR6862-2"	"ENSG00000278340"	102465907	"MI0026415"	"hsa-mir-6862-2"	"microRNA 6862-2"	NA	NA
"5568"	"MIR6863"	"ENSG00000283471"	102466752	"MI0022710"	"hsa-mir-6863"	"microRNA 6863"	"chr16"	"+"
"5569"	"MIR6863"	"ENSG00000283471"	102466752	"MIMAT0027627"	"hsa-miR-6863"	"microRNA 6863"	"chr16"	"+"
"5570"	"MIR6864"	"ENSG00000274300"	102465521	"MIMAT0027628"	"hsa-miR-6864-5p"	"microRNA 6864"	"chr17"	"-"
"5571"	"MIR6864"	"ENSG00000274300"	102465521	"MIMAT0027629"	"hsa-miR-6864-3p"	"microRNA 6864"	"chr17"	"-"
"5572"	"MIR6864"	"ENSG00000274300"	102465521	"MI0022711"	"hsa-mir-6864"	"microRNA 6864"	"chr17"	"-"
"5573"	"MIR6865"	"ENSG00000278517"	102465522	"MIMAT0027630"	"hsa-miR-6865-5p"	"microRNA 6865"	"chr17"	"-"
"5574"	"MIR6865"	"ENSG00000278517"	102465522	"MI0022712"	"hsa-mir-6865"	"microRNA 6865"	"chr17"	"-"
"5575"	"MIR6865"	"ENSG00000278517"	102465522	"MIMAT0027631"	"hsa-miR-6865-3p"	"microRNA 6865"	"chr17"	"-"
"5576"	"MIR6866"	"ENSG00000284144"	102466986	"MIMAT0027633"	"hsa-miR-6866-3p"	"microRNA 6866"	"chr17"	"+"
"5577"	"MIR6866"	"ENSG00000284144"	102466986	"MIMAT0027632"	"hsa-miR-6866-5p"	"microRNA 6866"	"chr17"	"+"
"5578"	"MIR6866"	"ENSG00000284144"	102466986	"MI0022713"	"hsa-mir-6866"	"microRNA 6866"	"chr17"	"+"
"5579"	"MIR6867"	"ENSG00000274621"	102465523	"MI0022714"	"hsa-mir-6867"	"microRNA 6867"	"chr17"	"+"
"5580"	"MIR6867"	"ENSG00000274621"	102465523	"MIMAT0027634"	"hsa-miR-6867-5p"	"microRNA 6867"	"chr17"	"+"
"5581"	"MIR6867"	"ENSG00000274621"	102465523	"MIMAT0027635"	"hsa-miR-6867-3p"	"microRNA 6867"	"chr17"	"+"
"5582"	"MIR6868"	"ENSG00000275360"	102466753	"MI0022715"	"hsa-mir-6868"	"microRNA 6868"	"chr17"	"-"
"5583"	"MIR6868"	"ENSG00000275360"	102466753	"MIMAT0027636"	"hsa-miR-6868-5p"	"microRNA 6868"	"chr17"	"-"
"5584"	"MIR6868"	"ENSG00000275360"	102466753	"MIMAT0027637"	"hsa-miR-6868-3p"	"microRNA 6868"	"chr17"	"-"
"5585"	"MIR6869"	"ENSG00000284436"	102465524	"MI0022716"	"hsa-mir-6869"	"microRNA 6869"	"chr20"	"-"
"5586"	"MIR6869"	"ENSG00000284436"	102465524	"MIMAT0027638"	"hsa-miR-6869-5p"	"microRNA 6869"	"chr20"	"-"
"5587"	"MIR6869"	"ENSG00000284436"	102465524	"MIMAT0027639"	"hsa-miR-6869-3p"	"microRNA 6869"	"chr20"	"-"
"5588"	"MIR6870"	"ENSG00000273745"	102465525	"MIMAT0027641"	"hsa-miR-6870-3p"	"microRNA 6870"	"chr20"	"-"
"5589"	"MIR6870"	"ENSG00000273745"	102465525	"MIMAT0027640"	"hsa-miR-6870-5p"	"microRNA 6870"	"chr20"	"-"
"5590"	"MIR6870"	"ENSG00000273745"	102465525	"MI0022717"	"hsa-mir-6870"	"microRNA 6870"	"chr20"	"-"
"5591"	"MIR6871"	"ENSG00000276169"	102466912	"MIMAT0027642"	"hsa-miR-6871-5p"	"microRNA 6871"	"chr20"	"+"
"5592"	"MIR6871"	"ENSG00000276169"	102466912	"MIMAT0027643"	"hsa-miR-6871-3p"	"microRNA 6871"	"chr20"	"+"
"5593"	"MIR6871"	"ENSG00000276169"	102466912	"MI0022718"	"hsa-mir-6871"	"microRNA 6871"	"chr20"	"+"
"5594"	"MIR6872"	"ENSG00000283848"	102465526	"MI0022719"	"hsa-mir-6872"	"microRNA 6872"	"chr3"	"+"
"5595"	"MIR6872"	"ENSG00000283848"	102465526	"MIMAT0027645"	"hsa-miR-6872-3p"	"microRNA 6872"	"chr3"	"+"
"5596"	"MIR6872"	"ENSG00000283848"	102465526	"MIMAT0027644"	"hsa-miR-6872-5p"	"microRNA 6872"	"chr3"	"+"
"5597"	"MIR6873"	"ENSG00000284517"	102466754	"MIMAT0027646"	"hsa-miR-6873-5p"	"microRNA 6873"	"chr6"	"-"
"5598"	"MIR6873"	"ENSG00000284517"	102466754	"MIMAT0027647"	"hsa-miR-6873-3p"	"microRNA 6873"	"chr6"	"-"
"5599"	"MIR6873"	"ENSG00000284517"	102466754	"MI0022720"	"hsa-mir-6873"	"microRNA 6873"	"chr6"	"-"
"5600"	"MIR6874"	"ENSG00000283419"	102466203	"MIMAT0027648"	"hsa-miR-6874-5p"	"microRNA 6874"	"chr7"	"-"
"5601"	"MIR6874"	"ENSG00000283419"	102466203	"MIMAT0027649"	"hsa-miR-6874-3p"	"microRNA 6874"	"chr7"	"-"
"5602"	"MIR6874"	"ENSG00000283419"	102466203	"MI0022721"	"hsa-mir-6874"	"microRNA 6874"	"chr7"	"-"
"5603"	"MIR6875"	"ENSG00000283821"	102466755	"MI0022722"	"hsa-mir-6875"	"microRNA 6875"	"chr7"	"+"
"5604"	"MIR6875"	"ENSG00000283821"	102466755	"MIMAT0027651"	"hsa-miR-6875-3p"	"microRNA 6875"	"chr7"	"+"
"5605"	"MIR6875"	"ENSG00000283821"	102466755	"MIMAT0027650"	"hsa-miR-6875-5p"	"microRNA 6875"	"chr7"	"+"
"5606"	"MIR6876"	"ENSG00000274988"	102465527	"MIMAT0027652"	"hsa-miR-6876-5p"	"microRNA 6876"	"chr8"	"+"
"5607"	"MIR6876"	"ENSG00000274988"	102465527	"MI0022723"	"hsa-mir-6876"	"microRNA 6876"	"chr8"	"+"
"5608"	"MIR6876"	"ENSG00000274988"	102465527	"MIMAT0027653"	"hsa-miR-6876-3p"	"microRNA 6876"	"chr8"	"+"
"5609"	"MIR6877"	"ENSG00000273932"	102465528	"MIMAT0027654"	"hsa-miR-6877-5p"	"microRNA 6877"	"chr9"	"+"
"5610"	"MIR6877"	"ENSG00000273932"	102465528	"MI0022724"	"hsa-mir-6877"	"microRNA 6877"	"chr9"	"+"
"5611"	"MIR6877"	"ENSG00000273932"	102465528	"MIMAT0027655"	"hsa-miR-6877-3p"	"microRNA 6877"	"chr9"	"+"
"5612"	"MIR6878"	"ENSG00000283933"	102465529	"MIMAT0027657"	"hsa-miR-6878-3p"	"microRNA 6878"	"chr1"	"+"
"5613"	"MIR6878"	"ENSG00000283933"	102465529	"MIMAT0027656"	"hsa-miR-6878-5p"	"microRNA 6878"	"chr1"	"+"
"5614"	"MIR6878"	"ENSG00000283933"	102465529	"MI0022725"	"hsa-mir-6878"	"microRNA 6878"	"chr1"	"+"
"5621"	"MIR6879"	"ENSG00000278851"	102466756	"MIMAT0027659"	"hsa-miR-6879-3p"	"microRNA 6879"	"chr11"	"+"
"5622"	"MIR6879"	"ENSG00000278851"	102466756	"MI0022726"	"hsa-mir-6879"	"microRNA 6879"	"chr11"	"+"
"5623"	"MIR6879"	"ENSG00000278851"	102466756	"MIMAT0027658"	"hsa-miR-6879-5p"	"microRNA 6879"	"chr11"	"+"
"5624"	"MIR6880"	"ENSG00000275967"	102466204	"MIMAT0027661"	"hsa-miR-6880-3p"	"microRNA 6880"	"chr12"	"-"
"5625"	"MIR6880"	"ENSG00000275967"	102466204	"MIMAT0027660"	"hsa-miR-6880-5p"	"microRNA 6880"	"chr12"	"-"
"5626"	"MIR6880"	"ENSG00000275967"	102466204	"MI0022727"	"hsa-mir-6880"	"microRNA 6880"	"chr12"	"-"
"5627"	"MIR6881"	"ENSG00000277391"	102465530	"MI0022728"	"hsa-mir-6881"	"microRNA 6881"	"chr15"	"-"
"5628"	"MIR6881"	"ENSG00000277391"	102465530	"MIMAT0027662"	"hsa-miR-6881-5p"	"microRNA 6881"	"chr15"	"-"
"5629"	"MIR6881"	"ENSG00000277391"	102465530	"MIMAT0027663"	"hsa-miR-6881-3p"	"microRNA 6881"	"chr15"	"-"
"5630"	"MIR6882"	"ENSG00000275411"	102465531	"MIMAT0027664"	"hsa-miR-6882-5p"	"microRNA 6882"	"chr15"	"-"
"5631"	"MIR6882"	"ENSG00000275411"	102465531	"MI0022729"	"hsa-mir-6882"	"microRNA 6882"	"chr15"	"-"
"5632"	"MIR6882"	"ENSG00000275411"	102465531	"MIMAT0027665"	"hsa-miR-6882-3p"	"microRNA 6882"	"chr15"	"-"
"5633"	"MIR6883"	"ENSG00000284117"	102465532	"MIMAT0027666"	"hsa-miR-6883-5p"	"microRNA 6883"	"chr17"	"-"
"5634"	"MIR6883"	"ENSG00000284117"	102465532	"MI0022730"	"hsa-mir-6883"	"microRNA 6883"	"chr17"	"-"
"5635"	"MIR6883"	"ENSG00000284117"	102465532	"MIMAT0027667"	"hsa-miR-6883-3p"	"microRNA 6883"	"chr17"	"-"
"5636"	"MIR6884"	"ENSG00000283721"	102466757	"MI0022731"	"hsa-mir-6884"	"microRNA 6884"	"chr17"	"-"
"5637"	"MIR6884"	"ENSG00000283721"	102466757	"MIMAT0027669"	"hsa-miR-6884-3p"	"microRNA 6884"	"chr17"	"-"
"5638"	"MIR6884"	"ENSG00000283721"	102466757	"MIMAT0027668"	"hsa-miR-6884-5p"	"microRNA 6884"	"chr17"	"-"
"5639"	"MIR6885"	"ENSG00000274390"	102465533	"MIMAT0027671"	"hsa-miR-6885-3p"	"microRNA 6885"	"chr19"	"-"
"5640"	"MIR6885"	"ENSG00000274390"	102465533	"MI0022732"	"hsa-mir-6885"	"microRNA 6885"	"chr19"	"-"
"5641"	"MIR6885"	"ENSG00000274390"	102465533	"MIMAT0027670"	"hsa-miR-6885-5p"	"microRNA 6885"	"chr19"	"-"
"5642"	"MIR6886"	"ENSG00000284553"	102465534	"MI0022733"	"hsa-mir-6886"	"microRNA 6886"	"chr19"	"+"
"5643"	"MIR6886"	"ENSG00000284553"	102465534	"MIMAT0027672"	"hsa-miR-6886-5p"	"microRNA 6886"	"chr19"	"+"
"5644"	"MIR6886"	"ENSG00000284553"	102465534	"MIMAT0027673"	"hsa-miR-6886-3p"	"microRNA 6886"	"chr19"	"+"
"5645"	"MIR6887"	"ENSG00000284065"	102466205	"MI0022734"	"hsa-mir-6887"	"microRNA 6887"	"chr19"	"+"
"5646"	"MIR6887"	"ENSG00000284065"	102466205	"MIMAT0027675"	"hsa-miR-6887-3p"	"microRNA 6887"	"chr19"	"+"
"5647"	"MIR6887"	"ENSG00000284065"	102466205	"MIMAT0027674"	"hsa-miR-6887-5p"	"microRNA 6887"	"chr19"	"+"
"5648"	"MIR6888"	"ENSG00000275141"	102465535	"MI0022735"	"hsa-mir-6888"	"microRNA 6888"	"chr2"	"+"
"5649"	"MIR6888"	"ENSG00000275141"	102465535	"MIMAT0027677"	"hsa-miR-6888-3p"	"microRNA 6888"	"chr2"	"+"
"5650"	"MIR6888"	"ENSG00000275141"	102465535	"MIMAT0027676"	"hsa-miR-6888-5p"	"microRNA 6888"	"chr2"	"+"
"5651"	"MIR6889"	"ENSG00000274552"	102466758	"MIMAT0027678"	"hsa-miR-6889-5p"	"microRNA 6889"	"chr22"	"-"
"5652"	"MIR6889"	"ENSG00000274552"	102466758	"MI0022736"	"hsa-mir-6889"	"microRNA 6889"	"chr22"	"-"
"5653"	"MIR6889"	"ENSG00000274552"	102466758	"MIMAT0027679"	"hsa-miR-6889-3p"	"microRNA 6889"	"chr22"	"-"
"5654"	"MIR6890"	"ENSG00000284488"	102465536	"MI0022737"	"hsa-mir-6890"	"microRNA 6890"	"chr3"	"-"
"5655"	"MIR6890"	"ENSG00000284488"	102465536	"MIMAT0027680"	"hsa-miR-6890-5p"	"microRNA 6890"	"chr3"	"-"
"5656"	"MIR6890"	"ENSG00000284488"	102465536	"MIMAT0027681"	"hsa-miR-6890-3p"	"microRNA 6890"	"chr3"	"-"
"5657"	"MIR6891"	"ENSG00000277402"	102465537	"MI0022738"	"hsa-mir-6891"	"microRNA 6891"	"chr6"	"-"
"5658"	"MIR6891"	"ENSG00000277402"	102465537	"MIMAT0027683"	"hsa-miR-6891-3p"	"microRNA 6891"	"chr6"	"-"
"5659"	"MIR6891"	"ENSG00000277402"	102465537	"MIMAT0027682"	"hsa-miR-6891-5p"	"microRNA 6891"	"chr6"	"-"
"5660"	"MIR6892"	"ENSG00000278449"	102465538	"MI0022739"	"hsa-mir-6892"	"microRNA 6892"	NA	NA
"5661"	"MIR6892"	"ENSG00000278449"	102465538	"MIMAT0027684"	"hsa-miR-6892-5p"	"microRNA 6892"	NA	NA
"5662"	"MIR6892"	"ENSG00000278449"	102465538	"MIMAT0027685"	"hsa-miR-6892-3p"	"microRNA 6892"	NA	NA
"5663"	"MIR6893"	"ENSG00000276598"	102466271	"MI0022740"	"hsa-mir-6893"	"microRNA 6893"	"chr8"	"-"
"5664"	"MIR6893"	"ENSG00000276598"	102466271	"MIMAT0027687"	"hsa-miR-6893-3p"	"microRNA 6893"	"chr8"	"-"
"5665"	"MIR6893"	"ENSG00000276598"	102466271	"MIMAT0027686"	"hsa-miR-6893-5p"	"microRNA 6893"	"chr8"	"-"
"5666"	"MIR6894"	"ENSG00000277474"	102466759	"MIMAT0027688"	"hsa-miR-6894-5p"	"microRNA 6894"	"chrX"	"-"
"5667"	"MIR6894"	"ENSG00000277474"	102466759	"MIMAT0027689"	"hsa-miR-6894-3p"	"microRNA 6894"	"chrX"	"-"
"5668"	"MIR6894"	"ENSG00000277474"	102466759	"MI0022741"	"hsa-mir-6894"	"microRNA 6894"	"chrX"	"-"
"5669"	"MIR6895"	"ENSG00000276575"	102465539	"MIMAT0027691"	"hsa-miR-6895-3p"	"microRNA 6895"	"chrX"	"-"
"5670"	"MIR6895"	"ENSG00000276575"	102465539	"MIMAT0027690"	"hsa-miR-6895-5p"	"microRNA 6895"	"chrX"	"-"
"5671"	"MIR6895"	"ENSG00000276575"	102465539	"MI0022742"	"hsa-mir-6895"	"microRNA 6895"	"chrX"	"-"
"5672"	NA	NA	NA	"MIMAT0000252_2"	"hsa-miR-7-5p"	NA	NA	NA
"5673"	NA	NA	NA	"MIMAT0000252"	"hsa-miR-7-5p"	NA	NA	NA
"5674"	NA	NA	NA	"MIMAT0000252_1"	"hsa-miR-7-5p"	NA	NA	NA
"5675"	"MIR7-1"	"ENSG00000284179"	407043	"MIMAT0004553"	"hsa-miR-7-1-3p"	"microRNA 7-1"	"chr9"	"-"
"5676"	"MIR7-1"	"ENSG00000284179"	407043	"MI0000263"	"hsa-mir-7-1"	"microRNA 7-1"	"chr9"	"-"
"5677"	"MIR7-2"	"ENSG00000207703"	407044	"MIMAT0004554"	"hsa-miR-7-2-3p"	"microRNA 7-2"	"chr15"	"+"
"5678"	"MIR7-2"	"ENSG00000207703"	407044	"MI0000264"	"hsa-mir-7-2"	"microRNA 7-2"	"chr15"	"+"
"5679"	"MIR7-3HG"	"ENSG00000176840"	284424	"MI0000265"	"hsa-mir-7-3"	"MIR7-3 host gene"	"chr19"	"+"
"5680"	"MIR7-3"	"ENSG00000207630"	407045	"MI0000265"	"hsa-mir-7-3"	"microRNA 7-3"	"chr19"	"+"
"5681"	"MIR708"	"ENSG00000211997"	100126333	"MIMAT0004926"	"hsa-miR-708-5p"	"microRNA 708"	"chr11"	"-"
"5682"	"MIR708"	"ENSG00000211997"	100126333	"MIMAT0004927"	"hsa-miR-708-3p"	"microRNA 708"	"chr11"	"-"
"5683"	"MIR708"	"ENSG00000211997"	100126333	"MI0005543"	"hsa-mir-708"	"microRNA 708"	"chr11"	"-"
"5684"	"MIR7106"	"ENSG00000276908"	102466222	"MIMAT0028110"	"hsa-miR-7106-3p"	"microRNA 7106"	"chr12"	"-"
"5685"	"MIR7106"	"ENSG00000276908"	102466222	"MIMAT0028109"	"hsa-miR-7106-5p"	"microRNA 7106"	"chr12"	"-"
"5686"	"MIR7106"	"ENSG00000276908"	102466222	"MI0022957"	"hsa-mir-7106"	"microRNA 7106"	"chr12"	"-"
"5687"	"MIR7107"	"ENSG00000284402"	102465665	"MIMAT0028112"	"hsa-miR-7107-3p"	"microRNA 7107"	"chr12"	"-"
"5688"	"MIR7107"	"ENSG00000284402"	102465665	"MI0022958"	"hsa-mir-7107"	"microRNA 7107"	"chr12"	"-"
"5689"	"MIR7107"	"ENSG00000284402"	102465665	"MIMAT0028111"	"hsa-miR-7107-5p"	"microRNA 7107"	"chr12"	"-"
"5690"	"MIR7108"	"ENSG00000283728"	102466806	"MIMAT0028113"	"hsa-miR-7108-5p"	"microRNA 7108"	"chr19"	"-"
"5691"	"MIR7108"	"ENSG00000283728"	102466806	"MI0022959"	"hsa-mir-7108"	"microRNA 7108"	"chr19"	"-"
"5692"	"MIR7108"	"ENSG00000283728"	102466806	"MIMAT0028114"	"hsa-miR-7108-3p"	"microRNA 7108"	"chr19"	"-"
"5693"	"MIR7109"	"ENSG00000284082"	102465666	"MIMAT0028115"	"hsa-miR-7109-5p"	"microRNA 7109"	"chr22"	"-"
"5694"	"MIR7109"	"ENSG00000284082"	102465666	"MI0022960"	"hsa-mir-7109"	"microRNA 7109"	"chr22"	"-"
"5695"	"MIR7109"	"ENSG00000284082"	102465666	"MIMAT0028116"	"hsa-miR-7109-3p"	"microRNA 7109"	"chr22"	"-"
"5696"	"MIR711"	"ENSG00000284251"	100313843	"MIMAT0012734"	"hsa-miR-711"	"microRNA 711"	"chr3"	"-"
"5697"	"MIR711"	"ENSG00000284251"	100313843	"MI0012488"	"hsa-mir-711"	"microRNA 711"	"chr3"	"-"
"5698"	"MIR7110"	"ENSG00000284421"	102465667	"MIMAT0028117"	"hsa-miR-7110-5p"	"microRNA 7110"	"chr3"	"+"
"5699"	"MIR7110"	"ENSG00000284421"	102465667	"MI0022961"	"hsa-mir-7110"	"microRNA 7110"	"chr3"	"+"
"5700"	"MIR7110"	"ENSG00000284421"	102465667	"MIMAT0028118"	"hsa-miR-7110-3p"	"microRNA 7110"	"chr3"	"+"
"5701"	"MIR7111"	"ENSG00000276712"	102465668	"MIMAT0028120"	"hsa-miR-7111-3p"	"microRNA 7111"	"chr6"	"+"
"5702"	"MIR7111"	"ENSG00000276712"	102465668	"MI0022962"	"hsa-mir-7111"	"microRNA 7111"	"chr6"	"+"
"5703"	"MIR7111"	"ENSG00000276712"	102465668	"MIMAT0028119"	"hsa-miR-7111-5p"	"microRNA 7111"	"chr6"	"+"
